Time[s],CH1[C],CH2[C],CH3[C],CH4[C],CH5[C],CH6[C],CH7[C],CH8[C]
4540,18.5,21.5,24.7,27.8,31,33.9,37.9,41.5
4550,18.5,21.6,24.7,27.8,31,33.9,37.9,41.5
4560,18.6,21.6,24.8,27.8,31.1,33.9,37.9,41.6
4570,18.6,21.6,24.8,27.8,31.1,33.9,38,41.6
4580,18.6,21.6,24.8,27.8,31.1,33.9,38,41.6
4590,18.6,21.6,24.8,27.8,31.1,33.9,38,41.6
4600,18.6,21.6,24.8,27.8,31.1,34,38,41.6
4610,18.6,21.6,24.8,27.8,31.1,34,38,41.7
4620,18.6,21.6,24.8,27.9,31.1,34,38,41.7
4630,18.6,21.6,24.8,27.9,31.2,34,38,41.7
4640,18.6,21.6,24.8,27.9,31.2,34,38,41.7
4650,18.6,21.6,24.8,27.9,31.2,34,38.1,41.7
4660,18.6,21.7,24.8,27.9,31.2,34,38.1,41.7
4670,18.6,21.7,24.9,27.9,31.2,34,38.1,41.8
4680,18.6,21.6,24.9,27.9,31.2,34.1,38.1,41.7
4690,18.6,21.7,24.9,27.9,31.2,34.1,38.1,41.8
4700,18.6,21.7,24.9,28,31.2,34.1,38.2,41.8
4710,18.6,21.7,24.9,28,31.3,34.1,38.2,41.8
4720,18.7,21.7,24.9,28,31.3,34.1,38.2,41.8
4730,18.7,21.7,24.9,28,31.3,34.1,38.2,41.9
4740,18.7,21.7,24.9,28,31.3,34.1,38.2,41.9
4750,18.7,21.7,24.9,28,31.3,34.2,38.2,41.9
4760,18.7,21.7,24.9,28,31.3,34.2,38.2,41.9
4770,18.7,21.7,24.9,28,31.3,34.2,38.3,41.9
4780,18.7,21.7,25,28,31.3,34.2,38.3,41.9
4790,18.7,21.8,25,28,31.4,34.2,38.3,41.9
4800,18.7,21.7,25,28,31.4,34.2,38.3,41.9
4810,18.7,21.8,25,28.1,31.4,34.2,38.3,42
4820,18.7,21.8,25,28.1,31.4,34.2,38.3,42
4830,18.7,21.8,25,28.1,31.4,34.3,38.3,42
4840,18.7,21.8,25,28.1,31.4,34.2,38.3,42
4850,18.7,21.8,25,28.1,31.4,34.3,38.4,42
4860,18.7,21.8,25,28.1,31.4,34.3,38.4,42
4870,18.8,21.8,25,28.1,31.4,34.3,38.4,42.1
4880,18.8,21.8,25,28.1,31.5,34.3,38.4,42.1
4890,18.8,21.8,25,28.1,31.5,34.3,38.4,42.1
4900,18.8,21.8,25.1,28.2,31.5,34.3,38.4,42.1
4910,18.8,21.8,25.1,28.2,31.5,34.3,38.5,42.1
4920,18.8,21.8,25.1,28.2,31.5,34.4,38.5,42.1
4930,18.8,21.8,25.1,28.2,31.5,34.4,38.5,42.1
4940,18.8,21.8,25.1,28.2,31.5,34.4,38.5,42.2
4950,18.8,21.9,25.1,28.2,31.5,34.4,38.5,42.2
4960,18.8,21.9,25.1,28.2,31.5,34.4,38.5,42.2
4970,18.8,21.9,25.1,28.2,31.6,34.4,38.5,42.2
4980,18.8,21.9,25.1,28.2,31.6,34.4,38.5,42.2
4990,18.8,21.9,25.1,28.2,31.6,34.4,38.6,42.2
5000,18.8,21.9,25.1,28.2,31.6,34.4,38.6,42.2
5010,18.8,21.9,25.1,28.3,31.6,34.4,38.6,42.2
5020,18.8,21.9,25.2,28.3,31.6,34.5,38.6,42.3
5030,18.8,21.9,25.2,28.3,31.6,34.5,38.6,42.3
5040,18.8,21.9,25.2,28.3,31.6,34.5,38.6,42.3
5050,18.8,21.9,25.2,28.3,31.6,34.5,38.6,42.3
5060,18.8,21.9,25.2,28.3,31.6,34.5,38.6,42.3
5070,18.8,21.9,25.2,28.3,31.7,34.5,38.7,42.3
5080,18.8,21.9,25.2,28.3,31.7,34.5,38.7,42.3
5090,18.9,21.9,25.2,28.3,31.7,34.5,38.7,42.4
5100,18.9,22,25.2,28.3,31.7,34.6,38.7,42.4
5110,18.9,22,25.2,28.3,31.7,34.6,38.7,42.4
5120,18.9,22,25.2,28.4,31.7,34.6,38.7,42.4
5130,18.9,22,25.2,28.4,31.7,34.6,38.7,42.4
5140,18.9,22,25.3,28.4,31.7,34.6,38.8,42.4
5150,18.9,22,25.2,28.4,31.7,34.6,38.8,42.4
5160,18.9,22,25.3,28.4,31.7,34.6,38.8,42.4
5170,18.9,22,25.3,28.4,31.8,34.6,38.8,42.4
5180,18.9,22,25.3,28.4,31.8,34.6,38.8,42.5
5190,18.9,22,25.3,28.4,31.8,34.7,38.8,42.5
5200,18.9,22,25.3,28.4,31.8,34.7,38.8,42.5
5210,18.9,22,25.3,28.4,31.8,34.7,38.8,42.5
5220,18.9,22,25.3,28.4,31.8,34.7,38.8,42.5
5230,18.9,22,25.3,28.4,31.8,34.7,38.8,42.5
5240,18.9,22,25.3,28.5,31.8,34.7,38.9,42.5
5250,18.9,22,25.3,28.5,31.8,34.7,38.9,42.5
5260,18.9,22,25.3,28.5,31.8,34.7,38.9,42.6
5270,18.9,22,25.3,28.5,31.9,34.7,38.9,42.6
5280,18.9,22,25.3,28.5,31.9,34.7,38.9,42.6
5290,18.9,22.1,25.4,28.5,31.9,34.8,38.9,42.6
5300,18.9,22.1,25.4,28.5,31.9,34.8,38.9,42.6
5310,18.9,22.1,25.4,28.5,31.9,34.8,38.9,42.6
5320,19,22.1,25.4,28.5,31.9,34.8,38.9,42.6
5330,19,22.1,25.4,28.5,31.9,34.8,39,42.6
5340,19,22.1,25.4,28.5,31.9,34.8,39,42.6
5350,19,22.1,25.4,28.5,31.9,34.8,39,42.7
5360,19,22.1,25.4,28.5,31.9,34.8,39,42.7
5370,19,22.1,25.4,28.6,31.9,34.8,39,42.7
5380,19,22.1,25.4,28.6,32,34.8,39,42.7
5390,19,22.1,25.4,28.6,32,34.8,39,42.7
5400,19,22.1,25.4,28.6,32,34.9,39,42.7
5410,19,22.1,25.4,28.6,32,34.9,39,42.7
5420,19,22.1,25.4,28.6,32,34.9,39.1,42.7
5430,19,22.1,25.4,28.6,32,34.9,39.1,42.7
5440,19,22.1,25.4,28.6,32,34.9,39.1,42.7
5450,19,22.1,25.5,28.6,32,34.9,39.1,42.8
5460,19,22.1,25.5,28.6,32,34.9,39.1,42.8
5470,19,22.1,25.5,28.6,32,34.9,39.1,42.8
5480,19,22.2,25.5,28.6,32,34.9,39.1,42.8
5490,19,22.2,25.5,28.6,32,34.9,39.1,42.8
5500,19,22.2,25.5,28.7,32.1,34.9,39.1,42.8
5510,19,22.2,25.5,28.7,32.1,35,39.1,42.8
5520,19,22.2,25.5,28.7,32.1,35,39.1,42.8
5530,19,22.2,25.5,28.7,32.1,35,39.2,42.8
5540,19,22.2,25.5,28.7,32.1,35,39.2,42.8
5550,19,22.2,25.5,28.7,32.1,35,39.2,42.9
5560,19,22.2,25.5,28.7,32.1,35,39.2,42.9
5570,19.1,22.2,25.5,28.7,32.1,35,39.2,42.9
5580,19.1,22.2,25.5,28.7,32.1,35,39.2,42.9
5590,19.1,22.2,25.5,28.7,32.1,35,39.2,42.9
5600,19.1,22.2,25.6,28.7,32.1,35,39.2,42.9
5610,19.1,22.2,25.5,28.7,32.1,35,39.2,42.9
5620,19.1,22.2,25.6,28.7,32.1,35.1,39.2,42.9
5630,19.1,22.2,25.6,28.7,32.2,35.1,39.2,43
5640,19.1,22.2,25.6,28.7,32.2,35.1,39.3,43
5650,19.1,22.2,25.6,28.8,32.2,35.1,39.3,43
5660,19.1,22.2,25.6,28.8,32.2,35.1,39.3,43
5670,19.1,22.2,25.6,28.8,32.2,35.1,39.3,43
5680,19.1,22.3,25.6,28.8,32.2,35.1,39.3,43
5690,19.1,22.2,25.6,28.8,32.2,35.1,39.3,43
5700,19.1,22.2,25.6,28.8,32.2,35.1,39.3,43
5710,19.1,22.3,25.6,28.8,32.2,35.1,39.3,43
5720,19.1,22.3,25.6,28.8,32.2,35.1,39.3,43
5730,19.1,22.3,25.6,28.8,32.2,35.1,39.3,43
5740,19.1,22.3,25.6,28.8,32.2,35.1,39.3,43
5750,19.1,22.3,25.6,28.8,32.3,35.2,39.4,43.1
5760,19.1,22.3,25.6,28.8,32.3,35.2,39.4,43.1
5770,19.1,22.3,25.6,28.8,32.3,35.2,39.4,43.1
5780,19.1,22.3,25.6,28.8,32.3,35.2,39.4,43.1
5790,19.1,22.3,25.6,28.9,32.3,35.2,39.4,43.1
5800,19.1,22.3,25.6,28.9,32.3,35.2,39.4,43.1
5810,19.1,22.3,25.7,28.9,32.3,35.2,39.4,43.1
5820,19.1,22.3,25.7,28.9,32.3,35.2,39.4,43.1
5830,19.1,22.3,25.7,28.9,32.3,35.2,39.4,43.1
5840,19.1,22.3,25.7,28.9,32.3,35.2,39.4,43.1
5850,19.2,22.3,25.7,28.9,32.3,35.2,39.4,43.2
5860,19.1,22.3,25.7,28.9,32.3,35.2,39.4,43.1
5870,19.1,22.3,25.7,28.9,32.3,35.3,39.5,43.2
5880,19.2,22.3,25.7,28.9,32.3,35.3,39.5,43.2
5890,19.1,22.3,25.7,28.9,32.3,35.3,39.5,43.2
5900,19.2,22.3,25.7,28.9,32.3,35.3,39.5,43.2
5910,19.2,22.3,25.7,28.9,32.4,35.3,39.5,43.2
5920,19.2,22.4,25.7,28.9,32.4,35.3,39.5,43.2
5930,19.2,22.3,25.7,28.9,32.4,35.3,39.5,43.2
5940,19.2,22.4,25.7,28.9,32.4,35.3,39.5,43.2
5950,19.2,22.4,25.7,28.9,32.4,35.3,39.5,43.2
5960,19.2,22.4,25.7,28.9,32.4,35.3,39.5,43.2
5970,19.2,22.4,25.7,28.9,32.4,35.3,39.5,43.2
5980,19.2,22.4,25.7,29,32.4,35.3,39.6,43.3
5990,19.2,22.4,25.8,29,32.4,35.3,39.6,43.3
6000,19.2,22.4,25.8,29,32.4,35.3,39.6,43.3
6010,19.2,22.4,25.8,29,32.4,35.4,39.6,43.3
6020,19.2,22.4,25.8,29,32.4,35.4,39.6,43.3
6030,19.2,22.4,25.8,29,32.4,35.4,39.6,43.3
6040,19.2,22.4,25.8,29,32.4,35.4,39.6,43.3
6050,19.2,22.4,25.8,29,32.4,35.4,39.6,43.3
6060,19.2,22.4,25.8,29,32.5,35.4,39.6,43.3
6070,19.2,22.4,25.8,29,32.5,35.4,39.6,43.3
6080,19.2,22.4,25.8,29,32.5,35.4,39.6,43.3
6090,19.2,22.4,25.8,29,32.5,35.4,39.6,43.4
6100,19.2,22.4,25.8,29,32.5,35.4,39.6,43.4
6110,19.2,22.4,25.8,29,32.5,35.4,39.7,43.4
6120,19.2,22.4,25.8,29,32.5,35.4,39.7,43.4
6130,19.2,22.4,25.8,29,32.5,35.4,39.7,43.4
6140,19.2,22.4,25.8,29,32.5,35.4,39.7,43.4
6150,19.2,22.4,25.8,29,32.5,35.4,39.7,43.4
6160,19.2,22.5,25.8,29.1,32.5,35.5,39.7,43.4
6170,19.2,22.5,25.8,29.1,32.5,35.5,39.7,43.4
6180,19.2,22.4,25.9,29.1,32.5,35.5,39.7,43.4
6190,19.2,22.4,25.9,29.1,32.6,35.5,39.7,43.4
6200,19.2,22.5,25.9,29.1,32.5,35.5,39.7,43.4
6210,19.2,22.5,25.9,29.1,32.6,35.5,39.7,43.5
6220,19.3,22.5,25.9,29.1,32.6,35.5,39.7,43.5
6230,19.2,22.5,25.9,29.1,32.6,35.5,39.7,43.5
6240,19.2,22.5,25.9,29.1,32.6,35.5,39.8,43.5
6250,19.3,22.5,25.9,29.1,32.6,35.5,39.8,43.5
6260,19.3,22.5,25.9,29.1,32.6,35.5,39.8,43.5
6270,19.3,22.5,25.9,29.1,32.6,35.5,39.8,43.5
6280,19.3,22.5,25.9,29.1,32.6,35.5,39.8,43.5
6290,19.3,22.5,25.9,29.1,32.6,35.5,39.8,43.5
6300,19.3,22.5,25.9,29.1,32.6,35.6,39.8,43.5
6310,19.3,22.5,25.9,29.1,32.6,35.6,39.8,43.5
6320,19.3,22.5,25.9,29.1,32.6,35.6,39.8,43.5
6330,19.3,22.5,25.9,29.1,32.6,35.6,39.8,43.5
6340,19.3,22.5,25.9,29.2,32.6,35.6,39.8,43.6
6350,19.3,22.5,25.9,29.2,32.6,35.6,39.8,43.6
6360,19.3,22.5,25.9,29.2,32.6,35.6,39.8,43.6
6370,19.3,22.5,25.9,29.2,32.7,35.6,39.9,43.6
6380,19.3,22.5,25.9,29.2,32.7,35.6,39.8,43.6
6390,19.3,22.5,25.9,29.2,32.7,35.6,39.9,43.6
6400,19.3,22.5,25.9,29.2,32.7,35.6,39.9,43.6
6410,19.3,22.5,25.9,29.2,32.7,35.6,39.9,43.6
6420,19.3,22.5,25.9,29.2,32.7,35.6,39.9,43.6
6430,19.3,22.5,25.9,29.2,32.7,35.6,39.9,43.6
6440,19.3,22.5,26,29.2,32.7,35.6,39.9,43.6
6450,19.3,22.6,26,29.2,32.7,35.7,39.9,43.6
6460,19.3,22.5,26,29.2,32.7,35.7,39.9,43.6
6470,19.3,22.6,26,29.2,32.7,35.7,39.9,43.7
6480,19.3,22.5,26,29.2,32.7,35.7,39.9,43.7
6490,19.3,22.6,26,29.2,32.7,35.7,39.9,43.7
6500,19.3,22.6,26,29.2,32.7,35.7,39.9,43.7
6510,19.3,22.6,26,29.2,32.7,35.7,39.9,43.7
6520,19.3,22.6,26,29.2,32.7,35.7,39.9,43.7
6530,19.3,22.6,26,29.2,32.7,35.7,40,43.7
6540,19.3,22.6,26,29.3,32.7,35.7,40,43.7
6550,19.3,22.6,26,29.3,32.7,35.7,40,43.7
6560,19.3,22.6,26,29.3,32.8,35.7,40,43.7
6570,19.3,22.6,26,29.3,32.8,35.7,40,43.7
6580,19.3,22.6,26,29.3,32.8,35.7,40,43.7
6590,19.3,22.6,26,29.3,32.8,35.7,40,43.7
6600,19.3,22.6,26,29.3,32.8,35.7,40,43.7
6610,19.3,22.6,26,29.3,32.8,35.7,40,43.7
6620,19.4,22.6,26,29.3,32.8,35.7,40,43.8
6630,19.4,22.6,26,29.3,32.8,35.8,40,43.8
6640,19.4,22.6,26,29.3,32.8,35.8,40,43.8
6650,19.4,22.6,26,29.3,32.8,35.8,40,43.8
6660,19.4,22.6,26,29.3,32.8,35.8,40,43.8
6670,19.4,22.6,26,29.3,32.8,35.8,40,43.8
6680,19.4,22.6,26,29.3,32.8,35.8,40.1,43.8
6690,19.4,22.6,26.1,29.3,32.8,35.8,40.1,43.8
6700,19.4,22.6,26.1,29.3,32.8,35.8,40.1,43.8
6710,19.4,22.6,26.1,29.3,32.8,35.8,40.1,43.8
6720,19.4,22.6,26.1,29.3,32.8,35.8,40.1,43.8
6730,19.4,22.6,26.1,29.3,32.8,35.8,40.1,43.8
6740,19.4,22.6,26.1,29.4,32.8,35.8,40.1,43.8
6750,19.4,22.6,26.1,29.4,32.9,35.8,40.1,43.8
6760,19.4,22.6,26.1,29.4,32.9,35.8,40.1,43.8
6770,19.4,22.6,26.1,29.4,32.9,35.8,40.1,43.8
6780,19.4,22.6,26.1,29.4,32.9,35.8,40.1,43.8
6790,19.4,22.6,26.1,29.4,32.9,35.8,40.1,43.9
6800,19.4,22.7,26.1,29.4,32.9,35.8,40.1,43.9
6810,19.4,22.7,26.1,29.4,32.9,35.9,40.1,43.9
6820,19.4,22.7,26.1,29.4,32.9,35.9,40.1,43.9
6830,19.4,22.7,26.1,29.4,32.9,35.9,40.1,43.9
6840,19.4,22.7,26.1,29.4,32.9,35.9,40.1,43.9
6850,19.4,22.7,26.1,29.4,32.9,35.9,40.1,43.9
6860,19.4,22.7,26.1,29.4,32.9,35.9,40.2,43.9
6870,19.4,22.7,26.1,29.4,32.9,35.9,40.2,43.9
6880,19.4,22.7,26.1,29.4,32.9,35.9,40.2,43.9
6890,19.4,22.7,26.1,29.4,32.9,35.9,40.2,43.9
6900,19.4,22.7,26.1,29.4,32.9,35.9,40.2,43.9
6910,19.4,22.7,26.1,29.4,32.9,35.9,40.2,43.9
6920,19.4,22.7,26.2,29.4,32.9,35.9,40.2,43.9
6930,19.4,22.7,26.2,29.4,32.9,35.9,40.2,43.9
6940,19.4,22.7,26.1,29.4,32.9,35.9,40.2,44
6950,19.4,22.7,26.2,29.4,33,35.9,40.2,44
6960,19.4,22.7,26.2,29.4,33,35.9,40.2,44
6970,19.4,22.7,26.2,29.4,33,35.9,40.2,44
6980,19.4,22.7,26.2,29.4,33,35.9,40.2,44
6990,19.4,22.7,26.2,29.4,33,35.9,40.2,44
7000,19.4,22.7,26.2,29.5,33,36,40.2,44
7010,19.4,22.7,26.2,29.5,33,36,40.2,44
7020,19.4,22.7,26.2,29.5,33,36,40.2,44
7030,19.4,22.7,26.2,29.5,33,36,40.2,44
7040,19.4,22.7,26.2,29.5,33,36,40.2,44
7050,19.4,22.7,26.2,29.5,33,36,40.3,44
7060,19.4,22.7,26.2,29.5,33,36,40.2,44
7070,19.5,22.7,26.2,29.5,33,36,40.3,44
7080,19.4,22.7,26.2,29.5,33,36,40.3,44
7090,19.4,22.7,26.2,29.5,33,36,40.3,44
7100,19.5,22.7,26.2,29.5,33,36,40.3,44
7110,19.5,22.7,26.2,29.5,33,36,40.3,44
7120,19.5,22.8,26.2,29.5,33,36,40.3,44.1
7130,19.5,22.7,26.2,29.5,33,36,40.3,44.1
7140,19.5,22.8,26.2,29.5,33,36,40.3,44.1
7150,19.5,22.8,26.2,29.5,33,36,40.3,44.1
7160,19.5,22.8,26.2,29.5,33,36,40.3,44.1
7170,19.5,22.8,26.2,29.5,33,36,40.3,44.1
7180,19.5,22.8,26.2,29.5,33.1,36,40.3,44.1
7190,19.5,22.8,26.2,29.5,33.1,36,40.3,44.1
7200,19.5,22.8,26.2,29.5,33.1,36,40.3,44.1
7210,19.5,22.8,26.2,29.5,33.1,36,40.3,44.1
7220,19.5,22.8,26.2,29.5,33.1,36.1,40.3,44.1
7230,19.5,22.8,26.2,29.5,33.1,36.1,40.3,44.1
7240,19.5,22.8,26.2,29.5,33.1,36.1,40.4,44.1
7250,19.5,22.8,26.3,29.5,33.1,36.1,40.3,44.1
7260,19.5,22.8,26.2,29.5,33.1,36.1,40.4,44.1
7270,19.5,22.8,26.3,29.5,33.1,36.1,40.4,44.1
7280,19.5,22.8,26.3,29.6,33.1,36.1,40.4,44.1
7290,19.5,22.8,26.3,29.6,33.1,36.1,40.4,44.1
7300,19.5,22.8,26.3,29.6,33.1,36.1,40.4,44.1
7310,19.5,22.8,26.3,29.6,33.1,36.1,40.4,44.2
7320,19.5,22.8,26.3,29.6,33.1,36.1,40.4,44.1
7330,19.5,22.8,26.3,29.6,33.1,36.1,40.4,44.2
7340,19.5,22.8,26.3,29.6,33.1,36.1,40.4,44.2
7350,19.5,22.8,26.3,29.6,33.1,36.1,40.4,44.2
7360,19.5,22.8,26.3,29.6,33.1,36.1,40.4,44.2
7370,19.5,22.8,26.3,29.6,33.1,36.1,40.4,44.2
7380,19.5,22.8,26.3,29.6,33.1,36.1,40.4,44.2
7390,19.5,22.8,26.3,29.6,33.1,36.1,40.4,44.2
7400,19.5,22.8,26.3,29.6,33.1,36.1,40.4,44.2
7410,19.5,22.8,26.3,29.6,33.1,36.1,40.4,44.2
7420,19.5,22.8,26.3,29.6,33.1,36.1,40.4,44.2
7430,19.5,22.8,26.3,29.6,33.1,36.1,40.4,44.2
7440,19.5,22.8,26.3,29.6,33.2,36.1,40.4,44.2
7450,19.5,22.8,26.3,29.6,33.1,36.1,40.4,44.2
7460,19.5,22.8,26.3,29.6,33.2,36.1,40.5,44.2
7470,19.5,22.8,26.3,29.6,33.2,36.2,40.5,44.2
7480,19.5,22.8,26.3,29.6,33.2,36.2,40.5,44.2
7490,19.5,22.8,26.3,29.6,33.2,36.2,40.5,44.2
7500,19.5,22.8,26.3,29.6,33.2,36.2,40.5,44.2
7510,19.5,22.8,26.3,29.6,33.2,36.2,40.5,44.2
7520,19.5,22.8,26.3,29.6,33.2,36.2,40.5,44.3
7530,19.5,22.9,26.3,29.6,33.2,36.2,40.5,44.3
7540,19.5,22.8,26.3,29.6,33.2,36.2,40.5,44.3
7550,19.5,22.8,26.3,29.6,33.2,36.2,40.5,44.3
7560,19.5,22.8,26.3,29.6,33.2,36.2,40.5,44.3
7570,19.5,22.8,26.3,29.7,33.2,36.2,40.5,44.3
7580,19.6,22.9,26.3,29.7,33.2,36.2,40.5,44.3
7590,19.5,22.9,26.3,29.7,33.2,36.2,40.5,44.3
7600,19.5,22.9,26.3,29.7,33.2,36.2,40.5,44.3
7610,19.5,22.9,26.4,29.7,33.2,36.2,40.5,44.3
7620,19.5,22.9,26.3,29.7,33.2,36.2,40.5,44.3
7630,19.6,22.9,26.4,29.7,33.2,36.2,40.5,44.3
7640,19.6,22.9,26.4,29.7,33.2,36.2,40.5,44.3
7650,19.6,22.9,26.4,29.7,33.2,36.2,40.5,44.3
7660,19.5,22.9,26.4,29.7,33.2,36.2,40.5,44.3
7670,19.6,22.9,26.4,29.7,33.2,36.2,40.5,44.3
7680,19.6,22.9,26.4,29.7,33.2,36.2,40.5,44.3
7690,19.6,22.9,26.4,29.7,33.2,36.2,40.5,44.3
7700,19.6,22.9,26.4,29.7,33.2,36.2,40.6,44.3
7710,19.6,22.9,26.4,29.7,33.2,36.2,40.6,44.3
7720,19.6,22.9,26.4,29.7,33.2,36.2,40.6,44.3
7730,19.6,22.9,26.4,29.7,33.3,36.2,40.6,44.3
7740,19.6,22.9,26.4,29.7,33.3,36.2,40.6,44.3
7750,19.6,22.9,26.4,29.7,33.3,36.3,40.6,44.3
7760,19.6,22.9,26.4,29.7,33.3,36.3,40.6,44.4
7770,19.6,22.9,26.4,29.7,33.3,36.3,40.6,44.4
7780,19.6,22.9,26.4,29.7,33.3,36.3,40.6,44.4
7790,19.6,22.9,26.4,29.7,33.3,36.3,40.6,44.4
7800,19.6,22.9,26.4,29.7,33.3,36.3,40.6,44.4
7810,19.6,22.9,26.4,29.7,33.3,36.3,40.6,44.4
7820,19.6,22.9,26.4,29.7,33.3,36.3,40.6,44.4
7830,19.6,22.9,26.4,29.7,33.3,36.3,40.6,44.4
7840,19.6,22.9,26.4,29.7,33.3,36.3,40.6,44.4
7850,19.6,22.9,26.4,29.7,33.3,36.3,40.6,44.4
7860,19.6,22.9,26.4,29.7,33.3,36.3,40.6,44.4
7870,19.6,22.9,26.4,29.7,33.3,36.3,40.6,44.4
7880,19.6,22.9,26.4,29.7,33.3,36.3,40.6,44.4
7890,19.6,22.9,26.4,29.8,33.3,36.3,40.6,44.4
7900,19.6,22.9,26.4,29.7,33.3,36.3,40.6,44.4
7910,19.6,22.9,26.4,29.7,33.3,36.3,40.6,44.4
7920,19.6,22.9,26.4,29.7,33.3,36.3,40.6,44.4
7930,19.6,22.9,26.4,29.8,33.3,36.3,40.6,44.4
7940,19.6,22.9,26.4,29.8,33.3,36.3,40.7,44.4
7950,19.6,22.9,26.4,29.8,33.3,36.3,40.6,44.4
7960,19.6,22.9,26.4,29.8,33.3,36.3,40.7,44.4
7970,19.6,22.9,26.4,29.8,33.3,36.3,40.7,44.4
7980,19.6,22.9,26.4,29.8,33.3,36.3,40.7,44.4
7990,19.6,22.9,26.4,29.8,33.3,36.3,40.7,44.5
8000,19.6,22.9,26.4,29.8,33.3,36.4,40.7,44.4
8010,19.6,22.9,26.4,29.8,33.3,36.3,40.7,44.4
8020,19.6,22.9,26.5,29.8,33.4,36.4,40.7,44.5
8030,19.6,22.9,26.5,29.8,33.4,36.4,40.7,44.5
8040,19.6,22.9,26.4,29.8,33.3,36.3,40.7,44.5
8050,19.6,22.9,26.5,29.8,33.4,36.4,40.7,44.5
8060,19.6,22.9,26.5,29.8,33.3,36.4,40.7,44.5
8070,19.6,23,26.5,29.8,33.4,36.4,40.7,44.5
8080,19.6,23,26.5,29.8,33.4,36.4,40.7,44.5
8090,19.6,22.9,26.5,29.8,33.4,36.4,40.7,44.5
8100,19.6,23,26.5,29.8,33.4,36.4,40.7,44.5
8110,19.6,23,26.5,29.8,33.4,36.4,40.7,44.5
8120,19.6,23,26.5,29.8,33.4,36.4,40.7,44.5
8130,19.6,23,26.5,29.8,33.4,36.4,40.7,44.5
8140,19.6,22.9,26.5,29.8,33.4,36.4,40.7,44.5
8150,19.6,23,26.5,29.8,33.4,36.4,40.7,44.5
8160,19.6,23,26.5,29.8,33.4,36.4,40.7,44.5
8170,19.6,23,26.5,29.8,33.4,36.4,40.7,44.5
8180,19.6,23,26.5,29.8,33.4,36.4,40.7,44.5
8190,19.6,23,26.5,29.8,33.4,36.4,40.7,44.5
8200,19.6,23,26.5,29.8,33.4,36.4,40.7,44.5
8210,19.6,23,26.5,29.8,33.4,36.4,40.7,44.5
8220,19.6,23,26.5,29.8,33.4,36.4,40.7,44.5
8230,19.6,23,26.5,29.8,33.4,36.4,40.8,44.5
8240,19.6,23,26.5,29.8,33.4,36.4,40.8,44.6
8250,19.6,23,26.5,29.8,33.4,36.4,40.7,44.5
8260,19.6,23,26.5,29.8,33.4,36.4,40.7,44.5
8270,19.6,23,26.5,29.8,33.4,36.4,40.8,44.5
8280,19.6,23,26.5,29.8,33.4,36.4,40.8,44.5
8290,19.6,23,26.5,29.8,33.4,36.4,40.8,44.6
8300,19.6,23,26.5,29.8,33.4,36.4,40.8,44.5
8310,19.6,23,26.5,29.8,33.4,36.4,40.8,44.6
8320,19.7,23,26.5,29.9,33.4,36.4,40.8,44.6
8330,19.6,23,26.5,29.9,33.4,36.4,40.8,44.6
8340,19.7,23,26.5,29.9,33.4,36.5,40.8,44.6
8350,19.7,23,26.5,29.9,33.4,36.5,40.8,44.6
8360,19.7,23,26.5,29.9,33.4,36.4,40.8,44.6
8370,19.6,23,26.5,29.9,33.4,36.4,40.8,44.6
8380,19.6,23,26.5,29.9,33.4,36.5,40.8,44.6
8390,19.7,23,26.5,29.9,33.4,36.5,40.8,44.6
8400,19.7,23,26.5,29.9,33.4,36.5,40.8,44.6
8410,19.7,23,26.5,29.9,33.5,36.5,40.8,44.6
8420,19.7,23,26.5,29.9,33.5,36.5,40.8,44.6
8430,19.7,23,26.5,29.9,33.5,36.5,40.8,44.6
8440,19.7,23,26.5,29.9,33.5,36.5,40.8,44.6
8450,19.7,23,26.5,29.9,33.5,36.5,40.8,44.6
8460,19.7,23,26.5,29.9,33.5,36.5,40.8,44.6
8470,19.6,23,26.5,29.9,33.5,36.5,40.8,44.6
8480,19.7,23,26.5,29.9,33.5,36.5,40.8,44.6
8490,19.7,23,26.5,29.9,33.5,36.5,40.8,44.6
8500,19.7,23,26.5,29.9,33.5,36.5,40.8,44.6
8510,19.7,23,26.5,29.9,33.5,36.5,40.8,44.6
8520,19.7,23,26.6,29.9,33.5,36.5,40.8,44.6
8530,19.7,23,26.5,29.9,33.5,36.5,40.8,44.6
8540,19.7,23,26.6,29.9,33.5,36.5,40.8,44.6
8550,19.7,23,26.6,29.9,33.5,36.5,40.8,44.6
8560,19.7,23,26.6,29.9,33.5,36.5,40.8,44.6
8570,19.7,23,26.6,29.9,33.5,36.5,40.8,44.6
8580,19.7,23,26.6,29.9,33.5,36.5,40.9,44.6
8590,19.7,23,26.6,29.9,33.5,36.5,40.9,44.6
8600,19.7,23,26.6,29.9,33.5,36.5,40.9,44.7
8610,19.7,23,26.6,29.9,33.5,36.5,40.9,44.7
8620,19.7,23,26.6,29.9,33.5,36.5,40.9,44.7
8630,19.7,23.1,26.6,29.9,33.5,36.5,40.9,44.7
8640,19.7,23,26.6,29.9,33.5,36.5,40.9,44.7
8650,19.7,23,26.6,29.9,33.5,36.5,40.9,44.7
8660,19.7,23,26.6,29.9,33.5,36.5,40.9,44.7
8670,19.7,23,26.6,29.9,33.5,36.5,40.9,44.7
8680,19.7,23.1,26.6,29.9,33.5,36.5,40.9,44.7
8690,19.7,23,26.6,29.9,33.5,36.5,40.9,44.7
