Time[s],CH1[C],CH2[C],CH3[C],CH4[C],CH5[C],CH6[C],CH7[C],CH8[C]
4860,22.1,24,26,27.8,29.8,31.7,33.6,35.4
4870,22.1,24,26,27.8,29.8,31.7,33.6,35.4
4880,22.1,24,25.9,27.8,29.8,31.7,33.5,35.4
4890,22.1,24,26,27.8,29.8,31.7,33.6,35.4
4900,22.1,24,25.9,27.8,29.8,31.7,33.5,35.4
4910,22.1,24,26,27.8,29.8,31.7,33.6,35.4
4920,22.1,24,25.9,27.8,29.8,31.7,33.6,35.4
4930,22.1,24,25.9,27.8,29.8,31.7,33.6,35.4
4940,22.1,24,25.9,27.8,29.8,31.7,33.6,35.4
4950,22.1,24,25.9,27.8,29.8,31.7,33.6,35.4
4960,22.1,24,25.9,27.8,29.8,31.7,33.6,35.4
4970,22.1,24,25.9,27.8,29.8,31.7,33.6,35.4
4980,22.1,24,25.9,27.8,29.8,31.7,33.6,35.4
4990,22.1,24,25.9,27.8,29.8,31.7,33.6,35.4
5000,22.1,24,25.9,27.8,29.8,31.7,33.6,35.4
5010,22.1,24,26,27.8,29.8,31.7,33.6,35.4
5020,22.1,23.9,25.9,27.8,29.8,31.7,33.6,35.4
5030,22.1,23.9,25.9,27.8,29.8,31.7,33.6,35.4
5040,22.1,23.9,25.9,27.8,29.8,31.7,33.6,35.4
5050,22.1,23.9,25.9,27.8,29.8,31.7,33.6,35.4
5060,22.1,23.9,25.9,27.8,29.8,31.7,33.6,35.4
5070,22.1,23.9,25.9,27.7,29.8,31.7,33.5,35.4
5080,22.1,23.9,25.9,27.7,29.8,31.7,33.6,35.4
5090,22,23.9,25.9,27.7,29.7,31.7,33.6,35.4
5100,22,23.9,25.9,27.7,29.7,31.7,33.5,35.4
5110,22,23.9,25.9,27.7,29.7,31.7,33.5,35.4
5120,22,23.9,25.9,27.7,29.7,31.7,33.5,35.4
5130,22,23.9,25.9,27.7,29.7,31.7,33.5,35.4
5140,22,23.9,25.9,27.7,29.7,31.7,33.5,35.4
5150,22,23.9,25.9,27.7,29.7,31.7,33.5,35.4
5160,22,23.9,25.9,27.7,29.7,31.7,33.5,35.4
5170,22,23.9,25.9,27.7,29.7,31.7,33.5,35.4
5180,22,23.9,25.9,27.7,29.7,31.7,33.5,35.4
5190,22,23.9,25.9,27.7,29.7,31.7,33.5,35.4
5200,22,23.8,25.8,27.7,29.7,31.6,33.5,35.4
5210,22,23.8,25.8,27.7,29.7,31.6,33.5,35.4
5220,22,23.8,25.9,27.7,29.7,31.7,33.5,35.4
5230,22,23.9,25.9,27.7,29.7,31.6,33.5,35.4
5240,22,23.8,25.9,27.7,29.7,31.6,33.5,35.4
5250,22,23.9,25.8,27.7,29.7,31.6,33.5,35.4
5260,22,23.9,25.8,27.7,29.7,31.6,33.5,35.4
5270,22,23.9,25.9,27.7,29.7,31.6,33.5,35.4
5280,22,23.9,25.8,27.7,29.7,31.6,33.5,35.4
5290,22,23.8,25.8,27.7,29.7,31.6,33.5,35.4
5300,22,23.8,25.8,27.7,29.7,31.6,33.5,35.3
5310,22,23.8,25.8,27.7,29.7,31.6,33.5,35.3
5320,22,23.8,25.8,27.7,29.7,31.6,33.5,35.3
5330,22,23.8,25.8,27.7,29.7,31.6,33.5,35.4
5340,22,23.8,25.8,27.7,29.7,31.6,33.5,35.3
5350,22,23.8,25.8,27.7,29.7,31.6,33.5,35.3
5360,22,23.8,25.8,27.7,29.7,31.6,33.5,35.3
5370,22,23.8,25.8,27.7,29.7,31.6,33.5,35.3
5380,22,23.8,25.8,27.7,29.7,31.6,33.5,35.3
5390,22,23.8,25.8,27.7,29.7,31.6,33.5,35.3
5400,22,23.8,25.8,27.7,29.7,31.6,33.5,35.3
5410,22,23.8,25.8,27.7,29.7,31.6,33.5,35.3
5420,22,23.8,25.8,27.7,29.7,31.6,33.5,35.3
5430,22,23.8,25.8,27.7,29.7,31.6,33.5,35.3
5440,22,23.8,25.8,27.7,29.7,31.6,33.5,35.3
5450,22,23.8,25.8,27.7,29.7,31.6,33.5,35.3
5460,22,23.8,25.8,27.7,29.7,31.6,33.5,35.3
5470,22,23.8,25.8,27.7,29.7,31.6,33.5,35.3
5480,22,23.8,25.8,27.7,29.7,31.6,33.5,35.3
5490,22,23.8,25.8,27.7,29.7,31.6,33.5,35.3
5500,22,23.8,25.8,27.7,29.7,31.6,33.5,35.3
5510,22,23.9,25.8,27.7,29.7,31.6,33.5,35.3
5520,22,23.9,25.8,27.7,29.7,31.6,33.5,35.3
5530,22,23.9,25.8,27.7,29.7,31.6,33.5,35.3
5540,22,23.9,25.9,27.7,29.7,31.6,33.5,35.3
5550,22,23.9,25.9,27.7,29.7,31.6,33.5,35.3
5560,22,23.9,25.8,27.7,29.7,31.6,33.5,35.3
5570,22,23.9,25.8,27.7,29.7,31.6,33.5,35.3
5580,22,23.9,25.8,27.7,29.7,31.6,33.5,35.3
5590,22,23.9,25.8,27.7,29.7,31.6,33.5,35.3
5600,22,23.9,25.9,27.7,29.7,31.6,33.5,35.3
5610,22,23.9,25.8,27.7,29.7,31.6,33.5,35.3
5620,22,23.9,25.8,27.7,29.7,31.6,33.5,35.3
5630,22,23.9,25.9,27.7,29.7,31.6,33.5,35.3
5640,22,23.9,25.9,27.7,29.7,31.6,33.5,35.3
